file,overhead,unrecovered,run
ez_0032-zip-highcompress.zip_nc210222.fasta,9292,-1,02
ez_0032-zip-highcompress.zip_nc210222.fasta,8977,-1,03
0041-txt.txt_raptor_dist_rs2_nc12_baseline.fasta,0,0,0
0041-txt.txt_raptor_dist_rs2_nc12_baseline.fasta,1,2,1
0041-txt.txt_raptor_dist_rs2_nc12_baseline.fasta,4,5,2
0041-txt.txt_raptor_dist_rs2_nc12_baseline.fasta,1,9,3
0041-txt.txt_raptor_dist_rs2_nc12_baseline.fasta,3,4,4
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc12.fasta,9,12,0
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc12.fasta,6,12,1
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc12.fasta,8,12,2
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc12.fasta,10,12,3
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc12.fasta,9,7,4
0041-txt.txt_raptor_dist_rs3_nc12_baseline.fasta,3,8,0
0041-txt.txt_raptor_dist_rs3_nc12_baseline.fasta,2,10,1
0041-txt.txt_raptor_dist_rs3_nc12_baseline.fasta,4,8,2
0041-txt.txt_raptor_dist_rs3_nc12_baseline.fasta,3,8,3
0041-txt.txt_raptor_dist_rs3_nc12_baseline.fasta,4,6,4
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc12.fasta,9,12,0
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc12.fasta,8,11,1
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc12.fasta,9,11,2
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc12.fasta,5,10,3
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc12.fasta,7,10,4
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc13.fasta,11,13,0
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc13.fasta,12,12,1
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc13.fasta,9,13,2
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc13.fasta,11,13,3
0041-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc13.fasta,13,12,4
0041-txt.txt_raptor_dist_rs4_nc13_baseline.fasta,2,5,0
0041-txt.txt_raptor_dist_rs4_nc13_baseline.fasta,3,7,1
0041-txt.txt_raptor_dist_rs4_nc13_baseline.fasta,1,7,2
0041-txt.txt_raptor_dist_rs4_nc13_baseline.fasta,2,9,3
0041-txt.txt_raptor_dist_rs4_nc13_baseline.fasta,1,8,4
0040-txt.txt_raptor_dist_rs2_nc19_baseline.fasta,4,16,0
0040-txt.txt_raptor_dist_rs2_nc19_baseline.fasta,1,13,1
0040-txt.txt_raptor_dist_rs2_nc19_baseline.fasta,3,6,2
0040-txt.txt_raptor_dist_rs2_nc19_baseline.fasta,1,10,3
0040-txt.txt_raptor_dist_rs2_nc19_baseline.fasta,1,12,4
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc19.fasta,7,15,0
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc19.fasta,3,16,1
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc19.fasta,4,11,2
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc19.fasta,8,15,3
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc19.fasta,4,17,4
0040-txt.txt_raptor_dist_rs3_nc20_baseline.fasta,4,17,0
0040-txt.txt_raptor_dist_rs3_nc20_baseline.fasta,2,8,1
0040-txt.txt_raptor_dist_rs3_nc20_baseline.fasta,1,14,2
0040-txt.txt_raptor_dist_rs3_nc20_baseline.fasta,13,8,3
0040-txt.txt_raptor_dist_rs3_nc20_baseline.fasta,1,14,4
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc20.fasta,4,17,0
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc20.fasta,3,18,1
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc20.fasta,3,13,2
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc20.fasta,2,16,3
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc20.fasta,2,14,4
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc21.fasta,2,18,0
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc21.fasta,1,13,1
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc21.fasta,2,10,2
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc21.fasta,2,10,3
0040-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc21.fasta,1,11,4
0040-txt.txt_raptor_dist_rs4_nc21_baseline.fasta,3,9,0
0040-txt.txt_raptor_dist_rs4_nc21_baseline.fasta,0,0,1
0040-txt.txt_raptor_dist_rs4_nc21_baseline.fasta,4,17,2
0040-txt.txt_raptor_dist_rs4_nc21_baseline.fasta,2,18,3
0040-txt.txt_raptor_dist_rs4_nc21_baseline.fasta,3,21,4
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc28.fasta,2,18,0
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc28.fasta,3,11,1
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc28.fasta,1,15,2
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc28.fasta,5,24,3
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc28.fasta,3,12,4
0044-txt.txt_raptor_dist_rs2_nc28_baseline.fasta,0,0,0
0044-txt.txt_raptor_dist_rs2_nc28_baseline.fasta,1,17,1
0044-txt.txt_raptor_dist_rs2_nc28_baseline.fasta,1,11,2
0044-txt.txt_raptor_dist_rs2_nc28_baseline.fasta,3,23,3
0044-txt.txt_raptor_dist_rs2_nc28_baseline.fasta,3,10,4
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc29.fasta,0,0,0
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc29.fasta,2,22,1
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc29.fasta,0,0,2
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc29.fasta,0,0,3
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc29.fasta,2,16,4
0044-txt.txt_raptor_dist_rs3_nc29_baseline.fasta,0,0,0
0044-txt.txt_raptor_dist_rs3_nc29_baseline.fasta,1,14,1
0044-txt.txt_raptor_dist_rs3_nc29_baseline.fasta,0,0,2
0044-txt.txt_raptor_dist_rs3_nc29_baseline.fasta,1,19,3
0044-txt.txt_raptor_dist_rs3_nc29_baseline.fasta,1,14,4
0044-txt.txt_raptor_dist_rs4_nc30_baseline.fasta,2,23,0
0044-txt.txt_raptor_dist_rs4_nc30_baseline.fasta,3,25,1
0044-txt.txt_raptor_dist_rs4_nc30_baseline.fasta,2,17,2
0044-txt.txt_raptor_dist_rs4_nc30_baseline.fasta,2,24,3
0044-txt.txt_raptor_dist_rs4_nc30_baseline.fasta,1,14,4
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc30.fasta,2,11,0
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc30.fasta,2,13,1
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc30.fasta,0,0,2
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc30.fasta,0,0,3
0044-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc30.fasta,0,0,4
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc69.fasta,1,31,0
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc69.fasta,5,36,1
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc69.fasta,1,37,2
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc69.fasta,0,0,3
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc69.fasta,0,0,4
0043-txt.txt_raptor_dist_rs2_nc69_baseline.fasta,1,47,0
0043-txt.txt_raptor_dist_rs2_nc69_baseline.fasta,5,57,1
0043-txt.txt_raptor_dist_rs2_nc69_baseline.fasta,2,54,2
0043-txt.txt_raptor_dist_rs2_nc69_baseline.fasta,1,43,3
0043-txt.txt_raptor_dist_rs2_nc69_baseline.fasta,0,0,4
0043-txt.txt_raptor_dist_rs3_nc72_baseline.fasta,2,33,0
0043-txt.txt_raptor_dist_rs3_nc72_baseline.fasta,3,53,1
0043-txt.txt_raptor_dist_rs3_nc72_baseline.fasta,1,28,2
0043-txt.txt_raptor_dist_rs3_nc72_baseline.fasta,2,47,3
0043-txt.txt_raptor_dist_rs3_nc72_baseline.fasta,0,0,4
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc72.fasta,1,33,0
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc72.fasta,4,28,1
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc72.fasta,0,0,2
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc72.fasta,4,36,3
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc72.fasta,0,0,4
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc76.fasta,2,32,0
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc76.fasta,0,0,1
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc76.fasta,0,0,2
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc76.fasta,5,35,3
0043-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc76.fasta,3,65,4
0043-txt.txt_raptor_dist_rs4_nc76_baseline.fasta,0,0,0
0043-txt.txt_raptor_dist_rs4_nc76_baseline.fasta,1,52,1
0043-txt.txt_raptor_dist_rs4_nc76_baseline.fasta,1,35,2
0043-txt.txt_raptor_dist_rs4_nc76_baseline.fasta,0,0,3
0043-txt.txt_raptor_dist_rs4_nc76_baseline.fasta,2,41,4
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc94.fasta,4,70,0
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc94.fasta,5,47,1
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc94.fasta,1,50,2
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc94.fasta,6,44,3
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs2_nc94.fasta,0,0,4
0042-txt.txt_raptor_dist_rs2_nc94_baseline.fasta,5,32,0
0042-txt.txt_raptor_dist_rs2_nc94_baseline.fasta,0,0,1
0042-txt.txt_raptor_dist_rs2_nc94_baseline.fasta,1,53,2
0042-txt.txt_raptor_dist_rs2_nc94_baseline.fasta,1,78,3
0042-txt.txt_raptor_dist_rs2_nc94_baseline.fasta,2,65,4
0042-txt.txt_raptor_dist_rs3_nc98_baseline.fasta,5,60,0
0042-txt.txt_raptor_dist_rs3_nc98_baseline.fasta,2,47,1
0042-txt.txt_raptor_dist_rs3_nc98_baseline.fasta,3,60,2
0042-txt.txt_raptor_dist_rs3_nc98_baseline.fasta,1,48,3
0042-txt.txt_raptor_dist_rs3_nc98_baseline.fasta,0,0,4
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc98.fasta,1,74,0
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc98.fasta,1,53,1
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc98.fasta,5,75,2
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc98.fasta,2,84,3
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs3_nc98.fasta,3,79,4
0042-txt.txt_raptor_dist_rs4_nc103_baseline.fasta,1,61,0
0042-txt.txt_raptor_dist_rs4_nc103_baseline.fasta,2,51,1
0042-txt.txt_raptor_dist_rs4_nc103_baseline.fasta,0,0,2
0042-txt.txt_raptor_dist_rs4_nc103_baseline.fasta,0,0,3
0042-txt.txt_raptor_dist_rs4_nc103_baseline.fasta,5,25,4
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc103.fasta,0,0,0
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc103.fasta,5,49,1
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc103.fasta,0,0,2
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc103.fasta,1,53,3
0042-txt.txt_evo_compress_encrypt_high_entropy_dist_rs4_nc103.fasta,1,74,4
0023-xlsx.xlsx_raptor_dist_rs2_nc578_baseline.fasta,0,0,0
0023-xlsx.xlsx_raptor_dist_rs2_nc578_baseline.fasta,1,294,1
0023-xlsx.xlsx_raptor_dist_rs2_nc578_baseline.fasta,3,297,2
0023-xlsx.xlsx_raptor_dist_rs2_nc578_baseline.fasta,1,291,3
0023-xlsx.xlsx_raptor_dist_rs2_nc578_baseline.fasta,1,310,4
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc578.fasta,3,272,0
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc578.fasta,1,291,1
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc578.fasta,1,293,2
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc578.fasta,2,441,3
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc578.fasta,0,0,4
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc604.fasta,1,460,0
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc604.fasta,2,302,1
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc604.fasta,1,290,2
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc604.fasta,2,306,3
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc604.fasta,2,322,4
0023-xlsx.xlsx_raptor_dist_rs3_nc604_baseline.fasta,1,296,0
0023-xlsx.xlsx_raptor_dist_rs3_nc604_baseline.fasta,2,389,1
0023-xlsx.xlsx_raptor_dist_rs3_nc604_baseline.fasta,5,419,2
0023-xlsx.xlsx_raptor_dist_rs3_nc604_baseline.fasta,4,469,3
0023-xlsx.xlsx_raptor_dist_rs3_nc604_baseline.fasta,3,380,4
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc633.fasta,0,0,0
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc633.fasta,0,0,1
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc633.fasta,1,292,2
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc633.fasta,1,314,3
0023-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc633.fasta,3,317,4
0023-xlsx.xlsx_raptor_dist_rs4_nc633_baseline.fasta,1,191,0
0023-xlsx.xlsx_raptor_dist_rs4_nc633_baseline.fasta,2,252,1
0023-xlsx.xlsx_raptor_dist_rs4_nc633_baseline.fasta,6,291,2
0023-xlsx.xlsx_raptor_dist_rs4_nc633_baseline.fasta,6,483,3
0023-xlsx.xlsx_raptor_dist_rs4_nc633_baseline.fasta,1,280,4
0024-xlsx.xlsx_raptor_dist_rs2_nc651_baseline.fasta,5,599,0
0024-xlsx.xlsx_raptor_dist_rs2_nc651_baseline.fasta,3,336,1
0024-xlsx.xlsx_raptor_dist_rs2_nc651_baseline.fasta,4,469,2
0024-xlsx.xlsx_raptor_dist_rs2_nc651_baseline.fasta,2,498,3
0024-xlsx.xlsx_raptor_dist_rs2_nc651_baseline.fasta,3,467,4
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc651.fasta,1,325,0
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc651.fasta,1,330,1
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc651.fasta,6,325,2
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc651.fasta,0,0,3
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc651.fasta,1,317,4
0024-xlsx.xlsx_raptor_dist_rs3_nc681_baseline.fasta,2,532,0
0024-xlsx.xlsx_raptor_dist_rs3_nc681_baseline.fasta,3,391,1
0024-xlsx.xlsx_raptor_dist_rs3_nc681_baseline.fasta,5,536,2
0024-xlsx.xlsx_raptor_dist_rs3_nc681_baseline.fasta,1,505,3
0024-xlsx.xlsx_raptor_dist_rs3_nc681_baseline.fasta,5,605,4
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc681.fasta,5,650,0
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc681.fasta,2,502,1
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc681.fasta,6,339,2
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc681.fasta,0,0,3
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc681.fasta,1,514,4
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc713.fasta,0,0,0
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc713.fasta,1,343,1
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc713.fasta,1,541,2
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc713.fasta,1,348,3
0024-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc713.fasta,1,344,4
0024-xlsx.xlsx_raptor_dist_rs4_nc713_baseline.fasta,9,565,0
0024-xlsx.xlsx_raptor_dist_rs4_nc713_baseline.fasta,1,390,1
0024-xlsx.xlsx_raptor_dist_rs4_nc713_baseline.fasta,2,338,2
0024-xlsx.xlsx_raptor_dist_rs4_nc713_baseline.fasta,3,326,3
0024-xlsx.xlsx_raptor_dist_rs4_nc713_baseline.fasta,0,0,4
0022-xlsx.xlsx_raptor_dist_rs2_nc5640_baseline.fasta,8,4573,0
0022-xlsx.xlsx_raptor_dist_rs2_nc5640_baseline.fasta,9,4669,1
0022-xlsx.xlsx_raptor_dist_rs2_nc5640_baseline.fasta,4,4365,2
0022-xlsx.xlsx_raptor_dist_rs2_nc5640_baseline.fasta,6,4013,3
0022-xlsx.xlsx_raptor_dist_rs2_nc5640_baseline.fasta,4,4638,4
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc5640.fasta,1,4210,0
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc5640.fasta,3,2843,1
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc5640.fasta,0,0,2
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc5640.fasta,0,0,3
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc5640.fasta,0,0,4
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc5896.fasta,5,2951,0
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc5896.fasta,3,3028,1
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc5896.fasta,0,0,2
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc5896.fasta,0,0,3
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc5896.fasta,2,4415,4
0022-xlsx.xlsx_raptor_dist_rs3_nc5896_baseline.fasta,6,5338,0
0022-xlsx.xlsx_raptor_dist_rs3_nc5896_baseline.fasta,5,4921,1
0022-xlsx.xlsx_raptor_dist_rs3_nc5896_baseline.fasta,20,5438,2
0022-xlsx.xlsx_raptor_dist_rs3_nc5896_baseline.fasta,7,5407,3
0022-xlsx.xlsx_raptor_dist_rs3_nc5896_baseline.fasta,4,5032,4
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc6973.fasta,3,3510,1
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc6973.fasta,4,3516,2
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc6973.fasta,1,3523,3
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc6973.fasta,3,3528,4
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,7,6020,0
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,8,6126,1
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,10,5855,2
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,6,5893,3
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,10,6677,4
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc7290.fasta,0,0,0
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc7290.fasta,0,0,1
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc7290.fasta,0,0,2
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc7290.fasta,1,3606,3
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc7290.fasta,0,0,4
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc7637.fasta,0,0,0
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc7637.fasta,0,0,1
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc7637.fasta,1,3799,2
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc7637.fasta,1,3808,3
0030-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc7637.fasta,3,5734,4
0030-zip-highcompress.zip_raptor_dist_rs4_nc7637_baseline.fasta,4,5519,0
0030-zip-highcompress.zip_raptor_dist_rs4_nc7637_baseline.fasta,0,0,1
0030-zip-highcompress.zip_raptor_dist_rs4_nc7637_baseline.fasta,3,6552,2
0030-zip-highcompress.zip_raptor_dist_rs4_nc7637_baseline.fasta,8,6576,3
0030-zip-highcompress.zip_raptor_dist_rs4_nc7637_baseline.fasta,11,7213,4
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761_baseline.fasta,4,12166,0
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc6177.fasta,7,5400,0
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc6177.fasta,1,3090,1
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc6177.fasta,1,3023,2
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc6177.fasta,0,0,3
0022-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc6177.fasta,1,3040,4
0022-xlsx.xlsx_raptor_dist_rs4_nc6177_baseline.fasta,1,2949,0
0022-xlsx.xlsx_raptor_dist_rs4_nc6177_baseline.fasta,6,5267,1
0022-xlsx.xlsx_raptor_dist_rs4_nc6177_baseline.fasta,10,5101,2
0022-xlsx.xlsx_raptor_dist_rs4_nc6177_baseline.fasta,3,5050,3
0022-xlsx.xlsx_raptor_dist_rs4_nc6177_baseline.fasta,6,5061,4
0030-zip-highcompress.zip_raptor_dist_rs2_nc6973_baseline.fasta,8,6114,0
0030-zip-highcompress.zip_raptor_dist_rs2_nc6973_baseline.fasta,7,6346,1
0030-zip-highcompress.zip_raptor_dist_rs2_nc6973_baseline.fasta,9,6221,2
0030-zip-highcompress.zip_raptor_dist_rs2_nc6973_baseline.fasta,19,5529,3
0030-zip-highcompress.zip_raptor_dist_rs2_nc6973_baseline.fasta,2,5572,4
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,5,6713,0
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,0,0,1
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,8,5871,2
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,3,6135,3
0030-zip-highcompress.zip_raptor_dist_rs3_nc7290_baseline.fasta,11,6194,4
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc15761.fasta,2,11854,0
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc15761.fasta,0,0,1
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc15761.fasta,4,7990,2
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc15761.fasta,4,7891,3
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs2_nc15761.fasta,5,11813,4
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761.fasta,11,12900,0
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761.fasta,9,13783,1
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761.fasta,9,13963,2
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761.fasta,15,13915,3
0033-zip-highcompress.zip_raptor_dist_rs2_nc15761.fasta,11,13965,4
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478_baseline.fasta,16,14074,0
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478_baseline.fasta,22,14628,1
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478_baseline.fasta,11,14765,2
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc17262.fasta,3,8553,0
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478_baseline.fasta,11,14895,3
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478_baseline.fasta,20,12070,4
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc17262.fasta,1,8616,1
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc16478.fasta,0,0,0
0021-xlsx.xlsx_raptor_dist_rs2_nc51777.fasta,30,44673,0
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc16478.fasta,2,12356,1
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc17262.fasta,0,0,2
0021-xlsx.xlsx_raptor_dist_rs3_nc54131.fasta,33,48976,0
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc16478.fasta,1,8242,2
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc17262.fasta,1,8704,3
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs3_nc16478.fasta,1,8152,3
0033-zip-highcompress.zip_bmp_low_entropy_evo_dist_rs2_nc15761.fasta,2,7942,0
0033-zip-highcompress.zip_evo_compress_encrypt_high_entropy_dist_rs4_nc17262.fasta,0,0,4
0033-zip-highcompress.zip_raptor_dist_rs4_nc17262_baseline.fasta,9,15985,0
0021-xlsx.xlsx_raptor_dist_rs2_nc51777.fasta,34,46459,1
0041-txt.txt_bmp_low_entropy_evo_dist_rs4_nc13.fasta,9,13,0
0041-txt.txt_bmp_low_entropy_evo_dist_rs4_nc13.fasta,11,12,1
0041-txt.txt_bmp_low_entropy_evo_dist_rs4_nc13.fasta,13,13,2
0041-txt.txt_bmp_low_entropy_evo_dist_rs4_nc13.fasta,11,13,3
